Crop Name,District Name,Crop Year,Crop Season,Cultivation Area (Hectare),Production (Tonne),Yield (Tonne per Hectare),Cost of Cultivation per Hectare (INR),Revenue per Hectare (INR),Annual Rainfall (mm),Rainfall Category,Organic Phase Code,Organic Phase Label,Rainfall Category Code
Other Cereals,Mangan,2017,Kharif,211,205.0,0.97,32167,13845,2200,Normal,2,Organic,1
Other Cereals,Mangan,2018,Kharif,190,185.0,0.97,34500,16553,2070,Deficient,2,Organic,2
Other Cereals,Mangan,2019,Kharif,214,208.0,0.97,36750,17107,2270,Normal,2,Organic,1
Other Cereals,Mangan,2020,Kharif,213,209.0,0.98,39000,18153,2130,Normal,2,Organic,1
Other Cereals,Mangan,2021,Kharif,236,232.0,0.98,42000,18383,2340,Normal,2,Organic,1
Other Cereals,Mangan,2022,Kharif,214,209.0,0.98,45000,19162,2100,Normal,2,Organic,1
Other Cereals,Namchi,2000,Rabi,580,460.0,0.79,7100,1864,2480,Normal,0,Conventional,1
Other Cereals,Namchi,2004,Rabi,580,420.0,0.72,9260,2534,2850,Normal,1,Transition,1
Other Cereals,Namchi,2005,Rabi,580,440.0,0.76,9800,2769,2440,Normal,1,Transition,1
Other Cereals,Namchi,2006,Rabi,420,320.0,0.76,10933,2971,2380,Deficient,1,Transition,2
Other Cereals,Namchi,2007,Rabi,450,270.0,0.6,12067,3120,2320,Deficient,1,Transition,2
Other Cereals,Namchi,2008,Rabi,1380,1340.0,0.97,13200,6020,2740,Normal,1,Transition,1
Other Cereals,Namchi,2009,Rabi,1970,1880.0,0.95,14850,8016,2190,Deficient,1,Transition,2
Other Cereals,Namchi,2010,Rabi,1380,1332.0,0.97,16500,8494,2710,Normal,1,Transition,1
Other Cereals,Namchi,2016,Kharif,1400,1372.0,0.98,29833,13377,2770,Normal,2,Organic,1
Other Cereals,Namchi,2017,Kharif,1320,1294.0,0.98,32167,13969,2660,Normal,2,Organic,1
Other Cereals,Namchi,2018,Kharif,1320,1294.0,0.98,34500,16665,2510,Normal,2,Organic,1
Other Cereals,Namchi,2019,Kharif,1310,1288.0,0.98,36750,17304,2740,Normal,2,Organic,1
Other Cereals,Namchi,2020,Kharif,1312,1290.0,0.98,39000,18190,2580,Normal,2,Organic,1
Other Cereals,Namchi,2021,Kharif,1310,129.1,0.1,42000,1843,2840,Normal,2,Organic,1
Other Cereals,Namchi,2022,Kharif,762,751.0,0.99,45000,19337,2540,Normal,2,Organic,1
Other Cereals,Pakyong,2022,Kharif,857,866.0,1.01,45000,19826,2860,Normal,2,Organic,1
Other Cereals,Soreng,2022,Kharif,207,195.0,0.94,45000,18483,2480,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2000,Kharif,700,590.0,0.84,9000,7923,2780,Deficient,0,Conventional,2
Other Kharif Pulses,Gangtok,2001,Kharif,1340,1310.0,0.98,9700,9776,3080,Normal,0,Conventional,1
Other Kharif Pulses,Gangtok,2002,Kharif,1240,1300.0,1.05,10400,12581,2970,Normal,0,Conventional,1
Other Kharif Pulses,Gangtok,2004,Kharif,1400,160.0,0.11,11800,1371,3200,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2005,Kharif,1400,1700.0,1.21,12500,15786,2750,Deficient,1,Transition,2
Other Kharif Pulses,Gangtok,2006,Kharif,1450,148.0,0.1,14167,1429,2680,Deficient,1,Transition,2
Other Kharif Pulses,Gangtok,2007,Kharif,1840,1760.0,0.96,15833,16261,2610,Deficient,1,Transition,2
Other Kharif Pulses,Gangtok,2008,Kharif,1450,1640.0,1.13,17500,21490,3080,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2009,Kharif,1130,1260.0,1.12,20000,28099,2460,Deficient,1,Transition,2
Other Kharif Pulses,Gangtok,2010,Kharif,740,673.0,0.91,22500,26374,3050,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2011,Kharif,750,680.0,0.91,25750,29920,3230,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2012,Kharif,570,530.0,0.93,29000,39982,2590,Deficient,1,Transition,2
Other Kharif Pulses,Gangtok,2013,Kharif,470,450.0,0.96,31500,41170,3010,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2014,Kharif,470,450.0,0.96,34000,41649,3200,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2015,Kharif,470,454.0,0.97,36500,44676,2910,Normal,1,Transition,1
Other Kharif Pulses,Gangtok,2016,Kharif,480,468.0,0.98,39333,48750,3120,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2017,Kharif,472,460.0,0.97,42167,52627,3000,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2018,Kharif,459,448.0,0.98,45000,54658,2820,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2019,Kharif,457,450.0,0.98,48000,56127,3090,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2020,Kharif,457,451.0,0.99,51000,59212,2900,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2021,Kharif,455,450.0,0.99,54500,62308,3190,Normal,2,Organic,1
Other Kharif Pulses,Gangtok,2022,Kharif,126,131.0,1.04,58000,68619,2860,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2000,Kharif,840,1000.0,1.19,9000,11190,2420,Deficient,0,Conventional,2
Other Kharif Pulses,Geyzing,2001,Kharif,820,1000.0,1.22,9700,12195,2680,Normal,0,Conventional,1
Other Kharif Pulses,Geyzing,2002,Kharif,880,1170.0,1.33,10400,15955,2590,Normal,0,Conventional,1
Other Kharif Pulses,Geyzing,2004,Kharif,750,1010.0,1.35,11800,16160,2790,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2005,Kharif,750,1020.0,1.36,12500,17680,2390,Deficient,1,Transition,2
Other Kharif Pulses,Geyzing,2006,Kharif,810,1000.0,1.23,14167,17284,2310,Deficient,1,Transition,2
Other Kharif Pulses,Geyzing,2007,Kharif,280,20.0,0.07,15833,1214,2260,Deficient,1,Transition,2
Other Kharif Pulses,Geyzing,2008,Kharif,310,310.0,1.0,17500,19000,2680,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2009,Kharif,460,370.0,0.8,20000,20270,2130,Deficient,1,Transition,2
Other Kharif Pulses,Geyzing,2010,Kharif,810,6510.0,8.04,22500,233074,2650,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2011,Kharif,900,770.0,0.86,25750,28233,2810,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2012,Kharif,980,870.0,0.89,29000,38173,2250,Deficient,1,Transition,2
Other Kharif Pulses,Geyzing,2013,Kharif,990,880.0,0.89,31500,38222,2620,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2014,Kharif,970,860.0,0.89,34000,38567,2780,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2015,Kharif,719,650.0,0.9,36500,41812,2530,Normal,1,Transition,1
Other Kharif Pulses,Geyzing,2016,Kharif,680,618.0,0.91,39333,45441,2710,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2017,Kharif,628,572.0,0.91,42167,49185,2600,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2018,Kharif,309,281.0,0.91,45000,50926,2450,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2019,Kharif,485,443.0,0.91,48000,52064,2680,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2020,Kharif,485,447.0,0.92,51000,55299,2520,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2021,Kharif,491,453.0,0.92,54500,58124,2770,Normal,2,Organic,1
Other Kharif Pulses,Geyzing,2022,Kharif,242,255.0,1.05,58000,69545,2480,Normal,2,Organic,1
Other Kharif Pulses,Mangan,2000,Kharif,60,56.0,0.93,9000,8773,2060,Deficient,0,Conventional,2
Other Kharif Pulses,Mangan,2001,Kharif,60,55.0,0.92,9700,9167,2260,Normal,0,Conventional,1
Other Kharif Pulses,Mangan,2002,Kharif,80,80.0,1.0,10400,12000,2190,Normal,0,Conventional,1
Other Kharif Pulses,Mangan,2004,Kharif,60,40.0,0.67,11800,8000,2350,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2005,Kharif,60,60.0,1.0,12500,13000,2020,Deficient,1,Transition,2
Other Kharif Pulses,Mangan,2006,Kharif,60,100.0,1.67,14167,23333,1960,Deficient,1,Transition,2
Other Kharif Pulses,Mangan,2007,Kharif,190,140.0,0.74,15833,12526,1920,Deficient,1,Transition,2
Other Kharif Pulses,Mangan,2008,Kharif,100,90.0,0.9,17500,17100,2250,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2009,Kharif,330,300.0,0.91,20000,22909,1810,Deficient,1,Transition,2
Other Kharif Pulses,Mangan,2010,Kharif,170,155.0,0.91,22500,26441,2230,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2011,Kharif,160,150.0,0.94,25750,30938,2370,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2012,Kharif,240,220.0,0.92,29000,39417,1900,Deficient,1,Transition,2
Other Kharif Pulses,Mangan,2013,Kharif,250,230.0,0.92,31500,39560,2210,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2014,Kharif,270,250.0,0.93,34000,40278,2350,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2015,Kharif,267,252.0,0.94,36500,43652,2140,Normal,1,Transition,1
Other Kharif Pulses,Mangan,2016,Kharif,270,255.0,0.94,39333,47222,2290,Normal,2,Organic,1
Other Kharif Pulses,Mangan,2017,Kharif,276,261.0,0.95,42167,51065,2200,Normal,2,Organic,1
Other Kharif Pulses,Mangan,2018,Kharif,250,236.0,0.94,45000,52864,2070,Deficient,2,Organic,2
Other Kharif Pulses,Mangan,2019,Kharif,278,264.0,0.95,48000,54129,2270,Normal,2,Organic,1
Other Kharif Pulses,Mangan,2020,Kharif,277,266.0,0.96,51000,57617,2130,Normal,2,Organic,1
Other Kharif Pulses,Mangan,2021,Kharif,282,272.0,0.96,54500,60766,2340,Normal,2,Organic,1
Other Kharif Pulses,Mangan,2022,Kharif,278,272.0,0.98,58000,64576,2100,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2000,Kharif,650,770.0,1.18,9000,11135,2480,Normal,0,Conventional,1
Other Kharif Pulses,Namchi,2001,Kharif,640,840.0,1.31,9700,13125,2740,Normal,0,Conventional,1
Other Kharif Pulses,Namchi,2002,Kharif,700,920.0,1.31,10400,15771,2650,Normal,0,Conventional,1
Other Kharif Pulses,Namchi,2004,Kharif,720,950.0,1.32,11800,15833,2850,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2005,Kharif,720,1000.0,1.39,12500,18056,2440,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2006,Kharif,90,130.0,1.44,14167,20222,2380,Deficient,1,Transition,2
Other Kharif Pulses,Namchi,2007,Kharif,2300,1890.0,0.82,15833,13970,2320,Deficient,1,Transition,2
Other Kharif Pulses,Namchi,2008,Kharif,820,930.0,1.13,17500,21549,2740,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2009,Kharif,980,1100.0,1.12,20000,28286,2190,Deficient,1,Transition,2
Other Kharif Pulses,Namchi,2010,Kharif,1280,1280.0,1.0,22500,29000,2710,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2011,Kharif,1270,1270.0,1.0,25750,33000,2870,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2012,Kharif,1310,1300.0,0.99,29000,42672,2300,Deficient,1,Transition,2
Other Kharif Pulses,Namchi,2013,Kharif,1310,1320.0,1.01,31500,43328,2680,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2014,Kharif,1320,1330.0,1.01,34000,43830,2840,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2015,Kharif,1310,1342.0,1.02,36500,47380,2590,Normal,1,Transition,1
Other Kharif Pulses,Namchi,2016,Kharif,1280,1312.0,1.03,39333,51250,2770,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2017,Kharif,1280,1312.0,1.03,42167,55350,2660,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2018,Kharif,1265,1296.0,1.02,45000,57372,2510,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2019,Kharif,1230,1270.0,1.03,48000,58854,2740,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2020,Kharif,1065,1105.0,1.04,51000,62254,2580,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2021,Kharif,1202,1250.0,1.04,54500,65516,2840,Normal,2,Organic,1
Other Kharif Pulses,Namchi,2022,Kharif,1152,1250.0,1.09,58000,71615,2540,Normal,2,Organic,1
Other Kharif Pulses,Pakyong,2022,Kharif,340,319.0,0.94,58000,61924,2860,Normal,2,Organic,1
Other Kharif Pulses,Soreng,2022,Kharif,277,193.0,0.7,58000,45986,2480,Normal,2,Organic,1
Other Oilseeds,Gangtok,2000,Kharif,20,10.0,0.5,6500,3250,2780,Deficient,0,Conventional,2
Other Oilseeds,Geyzing,2000,Kharif,20,10.0,0.5,6500,3250,2420,Deficient,0,Conventional,2
Other Oilseeds,Geyzing,2002,Whole Year,20,10.0,0.5,7580,3600,2590,Normal,0,Conventional,1
Other Oilseeds,Geyzing,2003,Whole Year,20,10.0,0.5,8120,4450,3250,Excess,1,Transition,0
Other Oilseeds,Geyzing,2004,Kharif,20,10.0,0.5,8660,4550,2790,Normal,1,Transition,1
Other Oilseeds,Geyzing,2005,Kharif,20,20.0,1.0,9200,9450,2390,Deficient,1,Transition,2
Other Oilseeds,Namchi,2000,Kharif,40,14.0,0.35,6500,2275,2480,Normal,0,Conventional,1
Other Oilseeds,Namchi,2002,Whole Year,40,20.0,0.5,7580,3600,2650,Normal,0,Conventional,1
Other Oilseeds,Namchi,2003,Whole Year,40,20.0,0.5,8120,4450,3320,Excess,1,Transition,0
Other Oilseeds,Namchi,2004,Kharif,40,20.0,0.5,8660,4550,2850,Normal,1,Transition,1
Other Oilseeds,Namchi,2005,Kharif,40,30.0,0.75,9200,7088,2440,Normal,1,Transition,1
Potato,Gangtok,2002,Whole Year,1680,8980.0,5.35,16000,37417,2970,Normal,0,Conventional,1
Potato,Gangtok,2003,Whole Year,2060,9630.0,4.67,18000,37398,3740,Excess,1,Transition,0
Potato,Geyzing,2002,Whole Year,2970,10180.0,3.43,16000,23993,2590,Normal,0,Conventional,1
Potato,Geyzing,2003,Whole Year,3270,14120.0,4.32,18000,34544,3250,Excess,1,Transition,0
Potato,Mangan,2002,Whole Year,330,880.0,2.67,16000,18667,2190,Normal,0,Conventional,1
Potato,Mangan,2003,Whole Year,310,1320.0,4.26,18000,34065,2760,Normal,1,Transition,1
Potato,Namchi,2002,Whole Year,780,6980.0,8.95,16000,62641,2650,Normal,0,Conventional,1
Potato,Namchi,2003,Whole Year,1830,8370.0,4.57,18000,36590,3320,Excess,1,Transition,0
Rapeseed & Mustard,Gangtok,1997,Rabi,2240,1700.0,0.76,8500,9866,3100,Normal,0,Conventional,1
Rapeseed & Mustard,Gangtok,1998,Rabi,2240,910.0,0.41,9167,5606,2890,Normal,0,Conventional,1
Rapeseed & Mustard,Gangtok,1999,Rabi,2280,1770.0,0.78,9833,10868,3210,Normal,0,Conventional,1
Rapeseed & Mustard,Gangtok,2000,Rabi,2280,1770.0,0.78,10500,11645,2780,Deficient,0,Conventional,2
Rapeseed & Mustard,Gangtok,2001,Rabi,2300,1600.0,0.7,11040,10609,3080,Normal,0,Conventional,1
Rapeseed & Mustard,Gangtok,2002,Rabi,1300,1050.0,0.81,11580,12115,2970,Normal,0,Conventional,1
Rapeseed & Mustard,Gangtok,2003,Rabi,1900,1030.0,0.54,12120,7318,3740,Excess,1,Transition,0
Rapeseed & Mustard,Gangtok,2004,Rabi,190,1330.0,7.0,12660,95900,3200,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2005,Rabi,1900,1350.0,0.71,13200,10054,2750,Deficient,1,Transition,2
Rapeseed & Mustard,Gangtok,2006,Rabi,1920,1390.0,0.72,14800,12416,2680,Deficient,1,Transition,2
Rapeseed & Mustard,Gangtok,2007,Rabi,1270,900.0,0.71,16400,12756,2610,Deficient,1,Transition,2
Rapeseed & Mustard,Gangtok,2008,Rabi,1600,1420.0,0.89,18000,16241,3080,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2009,Rabi,1770,1550.0,0.88,21250,16025,2460,Deficient,1,Transition,2
Rapeseed & Mustard,Gangtok,2010,Rabi,1750,1534.0,0.88,24500,20599,3050,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2011,Rabi,1850,1520.0,0.82,27500,20541,3230,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2012,Rabi,1640,1290.0,0.79,30500,23598,2590,Deficient,1,Transition,2
Rapeseed & Mustard,Gangtok,2013,Rabi,1650,1310.0,0.79,32833,24215,3010,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2014,Rabi,1450,1151.0,0.79,35167,24608,3200,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2015,Rabi,1490,1210.0,0.81,37500,27205,2910,Normal,1,Transition,1
Rapeseed & Mustard,Gangtok,2016,Rabi,1510,1301.0,0.86,40000,31879,3120,Normal,2,Organic,1
Rapeseed & Mustard,Gangtok,2017,Rabi,1510,1303.0,0.86,42500,34517,3000,Normal,2,Organic,1
Rapeseed & Mustard,Gangtok,2018,Rabi,1489,1287.0,0.86,45000,36302,2820,Normal,2,Organic,1
Rapeseed & Mustard,Gangtok,2019,Rabi,1487,1289.0,0.87,48000,38358,3090,Normal,2,Organic,1
Rapeseed & Mustard,Gangtok,2020,Rabi,1473,1277.0,0.87,51000,40313,2900,Normal,2,Organic,1
Rapeseed & Mustard,Gangtok,2021,Rabi,1475,1281.0,0.87,54750,43858,3190,Normal,2,Organic,1
Rapeseed & Mustard,Gangtok,2022,Rabi,601,524.0,0.87,58500,47517,2860,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,1997,Rabi,1300,1070.0,0.82,8500,10700,2700,Normal,0,Conventional,1
Rapeseed & Mustard,Geyzing,1998,Rabi,1450,670.0,0.46,9167,6377,2500,Normal,0,Conventional,1
Rapeseed & Mustard,Geyzing,1999,Rabi,1450,1120.0,0.77,9833,10814,2780,Normal,0,Conventional,1
Rapeseed & Mustard,Geyzing,2000,Rabi,1450,1008.0,0.7,10500,10428,2420,Deficient,0,Conventional,2
Rapeseed & Mustard,Geyzing,2001,Rabi,1460,1000.0,0.68,11040,10445,2680,Normal,0,Conventional,1
Rapeseed & Mustard,Geyzing,2002,Rabi,1460,1040.0,0.71,11580,10685,2590,Normal,0,Conventional,1
Rapeseed & Mustard,Geyzing,2003,Rabi,1580,1120.0,0.71,12120,9570,3250,Excess,1,Transition,0
Rapeseed & Mustard,Geyzing,2004,Rabi,1580,1130.0,0.72,12660,9798,2790,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2005,Rabi,1580,1200.0,0.76,13200,10747,2390,Deficient,1,Transition,2
Rapeseed & Mustard,Geyzing,2006,Rabi,1500,1140.0,0.76,14800,13034,2310,Deficient,1,Transition,2
Rapeseed & Mustard,Geyzing,2007,Rabi,530,300.0,0.57,16400,10189,2260,Deficient,1,Transition,2
Rapeseed & Mustard,Geyzing,2008,Rabi,1610,1310.0,0.81,18000,14890,2680,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2009,Rabi,1800,1270.0,0.71,21250,12912,2130,Deficient,1,Transition,2
Rapeseed & Mustard,Geyzing,2010,Rabi,1550,1135.0,0.73,24500,17208,2650,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2011,Rabi,1600,1280.0,0.8,27500,20000,2810,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2012,Rabi,1070,870.0,0.81,30500,24393,2250,Deficient,1,Transition,2
Rapeseed & Mustard,Geyzing,2013,Rabi,750,620.0,0.83,32833,25213,2620,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2014,Rabi,740,610.0,0.82,35167,25554,2780,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2015,Rabi,625,540.0,0.86,37500,28944,2530,Normal,1,Transition,1
Rapeseed & Mustard,Geyzing,2016,Rabi,500,435.0,0.87,40000,32190,2710,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,2017,Rabi,229,199.0,0.87,42500,34760,2600,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,2018,Rabi,171,148.0,0.87,45000,36351,2450,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,2019,Rabi,249,217.0,0.87,48000,38563,2680,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,2020,Rabi,245,214.0,0.87,51000,40616,2520,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,2021,Rabi,248,1004.0,4.05,54750,204444,2770,Normal,2,Organic,1
Rapeseed & Mustard,Geyzing,2022,Rabi,76,67.0,0.88,58500,48046,2480,Normal,2,Organic,1
Rapeseed & Mustard,Mangan,1997,Rabi,570,400.0,0.7,8500,9123,2280,Normal,0,Conventional,1
Rapeseed & Mustard,Mangan,1998,Rabi,570,232.0,0.41,9167,5617,2140,Normal,0,Conventional,1
Rapeseed & Mustard,Mangan,1999,Rabi,560,344.0,0.61,9833,8600,2350,Normal,0,Conventional,1
Rapeseed & Mustard,Mangan,2000,Rabi,560,300.0,0.54,10500,8036,2060,Deficient,0,Conventional,2
Rapeseed & Mustard,Mangan,2001,Rabi,560,221.0,0.39,11040,6018,2260,Normal,0,Conventional,1
Rapeseed & Mustard,Mangan,2002,Rabi,560,230.0,0.41,11580,6161,2190,Normal,0,Conventional,1
Rapeseed & Mustard,Mangan,2003,Rabi,860,840.0,0.98,12120,13186,2760,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2004,Rabi,860,610.0,0.71,12660,9717,2350,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2005,Rabi,860,600.0,0.7,13200,9872,2020,Deficient,1,Transition,2
Rapeseed & Mustard,Mangan,2006,Rabi,560,390.0,0.7,14800,11944,1960,Deficient,1,Transition,2
Rapeseed & Mustard,Mangan,2007,Rabi,220,120.0,0.55,16400,9818,1920,Deficient,1,Transition,2
Rapeseed & Mustard,Mangan,2008,Rabi,440,390.0,0.89,18000,16220,2250,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2009,Rabi,40,250.0,6.25,21250,114375,1810,Deficient,1,Transition,2
Rapeseed & Mustard,Mangan,2010,Rabi,510,319.0,0.63,24500,14699,2230,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2011,Rabi,510,350.0,0.69,27500,17157,2370,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2012,Rabi,310,210.0,0.68,30500,20323,1900,Deficient,1,Transition,2
Rapeseed & Mustard,Mangan,2013,Rabi,310,214.0,0.69,32833,21055,2210,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2014,Rabi,310,213.0,0.69,35167,21300,2350,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2015,Rabi,310,220.0,0.71,37500,23774,2140,Normal,1,Transition,1
Rapeseed & Mustard,Mangan,2016,Rabi,311,223.0,0.72,40000,26531,2290,Normal,2,Organic,1
Rapeseed & Mustard,Mangan,2017,Rabi,310,223.0,0.72,42500,28774,2200,Normal,2,Organic,1
Rapeseed & Mustard,Mangan,2018,Rabi,310,225.0,0.73,45000,30484,2070,Deficient,2,Organic,2
Rapeseed & Mustard,Mangan,2019,Rabi,313,227.0,0.73,48000,32092,2270,Normal,2,Organic,1
Rapeseed & Mustard,Mangan,2020,Rabi,312,226.0,0.72,51000,33683,2130,Normal,2,Organic,1
Rapeseed & Mustard,Mangan,2021,Rabi,320,232.0,0.73,54750,36612,2340,Normal,2,Organic,1
Rapeseed & Mustard,Mangan,2022,Rabi,313,229.0,0.73,58500,39874,2100,Normal,2,Organic,1
Rapeseed & Mustard,Namchi,1997,Rabi,1450,1100.0,0.76,8500,9862,2750,Normal,0,Conventional,1
Rapeseed & Mustard,Namchi,1998,Rabi,1420,600.0,0.42,9167,5831,2580,Normal,0,Conventional,1
Rapeseed & Mustard,Namchi,1999,Rabi,1470,930.0,0.63,9833,8857,2850,Normal,0,Conventional,1
Rapeseed & Mustard,Namchi,2000,Rabi,1470,860.0,0.59,10500,8776,2480,Normal,0,Conventional,1
Rapeseed & Mustard,Namchi,2001,Rabi,1480,970.0,0.66,11040,9995,2740,Normal,0,Conventional,1
Rapeseed & Mustard,Namchi,2002,Rabi,1480,1040.0,0.7,11580,10541,2650,Normal,0,Conventional,1
Rapeseed & Mustard,Namchi,2003,Rabi,1660,1210.0,0.73,12120,9840,3320,Excess,1,Transition,0
Rapeseed & Mustard,Namchi,2004,Rabi,1660,1210.0,0.73,12660,9986,2850,Normal,1,Transition,1
Rapeseed & Mustard,Namchi,2005,Rabi,1660,1350.0,0.81,13200,11508,2440,Normal,1,Transition,1
Rapeseed & Mustard,Namchi,2006,Rabi,1300,1140.0,0.88,14800,15039,2380,Deficient,1,Transition,2
Rapeseed & Mustard,Namchi,2007,Rabi,1250,960.0,0.77,16400,13824,2320,Deficient,1,Transition,2
Rapeseed & Mustard,Namchi,2008,Rabi,1650,1330.0,0.81,18000,14751,2740,Normal,1,Transition,1
Rapeseed & Mustard,Namchi,2009,Rabi,1830,1480.0,0.81,21250,14800,2190,Deficient,1,Transition,2
Rapeseed & Mustard,Namchi,2010,Rabi,1450,1176.0,0.81,24500,19059,2710,Normal,1,Transition,1
Rapeseed & Mustard,Namchi,2011,Rabi,1460,1190.0,0.82,27500,20377,2870,Normal,1,Transition,1
Rapeseed & Mustard,Namchi,2012,Rabi,1360,1130.0,0.83,30500,24926,2300,Deficient,1,Transition,2
Rapeseed & Mustard,Namchi,2013,Rabi,1360,1240.0,0.91,32833,27809,2680,Normal,1,Transition,1
